CLICS Form,Variety,ISO CODE,Family,Form in source,Gloss in source,Dataset,latitude,longitude,Number
ka,Siane,snp,Nuclear Trans New Guinea,ka,yam,TransNewGuinea.org,-6.13188,145.247,0.44292987678086
ka,Siane,snp,Nuclear Trans New Guinea,ká,yam,TransNewGuinea.org,-6.13188,145.247,0.481738212457809
gasa,Siane (Kovena Dialect),,Nuclear Trans New Guinea,gasa,yam,TransNewGuinea.org,,,0.517454085413062
mark,Sihan,snr,Nuclear Trans New Guinea,marʌk,yam,TransNewGuinea.org,-5.28029,145.574,0.263953143142644
o,Sihan,snr,Nuclear Trans New Guinea,ʔo,yam,TransNewGuinea.org,-5.28029,145.574,0.409892383054275
siwr,Sihan,snr,Nuclear Trans New Guinea,siwʌr,yam,TransNewGuinea.org,-5.28029,145.574,0.550994256747008
kuni,Sileibi,sbq,Nuclear Trans New Guinea,kuñi,yam,TransNewGuinea.org,-4.98243,145.225,0.779467630900884
nam,Sileibi,sbq,Nuclear Trans New Guinea,ñam,yam,TransNewGuinea.org,-4.98243,145.225,0.0893628434037374
kakr,Silopi,xsp,Nuclear Trans New Guinea,kakʌr,yam,TransNewGuinea.org,-5.12302,145.586,0.723091330804375
o,Silopi,xsp,Nuclear Trans New Guinea,ʔo,yam,TransNewGuinea.org,-5.12302,145.586,0.902880291341514
hou,Sinsauru,snz,Nuclear Trans New Guinea,hou,yam,TransNewGuinea.org,-5.64336,145.599,0.414213688049241
tebel,Sinsauru,snz,Nuclear Trans New Guinea,tɛbɛl,yam,TransNewGuinea.org,-5.64336,145.599,0.0575664615383171
marang,Siroi,ssd,Nuclear Trans New Guinea,mar̃aŋ,yam,TransNewGuinea.org,-5.52893,145.994,0.0149645830345757
ngaad,Siroi,ssd,Nuclear Trans New Guinea,ŋaʔad,yam,TransNewGuinea.org,-5.52893,145.994,0.608355017841062
medeng,Som,smc,Nuclear Trans New Guinea,mɛdᵋʌŋ,yam,TransNewGuinea.org,-6.07366,146.651,0.641416702992959
deig,Sop,urw,Nuclear Trans New Guinea,deig,yam,TransNewGuinea.org,-5.49605,145.361,0.659177514468348
gegu,Sop,urw,Nuclear Trans New Guinea,gɛːgu,yam,TransNewGuinea.org,-5.49605,145.361,0.493069384076491
kib,Sop,urw,Nuclear Trans New Guinea,kibʌ,yam,TransNewGuinea.org,-5.49605,145.361,0.406298377614625
iba,Sumau,six,Nuclear Trans New Guinea,iba,yam,TransNewGuinea.org,-5.48556,145.474,0.95343604877758
murk,Sumau,six,Nuclear Trans New Guinea,murʌk,yam,TransNewGuinea.org,-5.48556,145.474,0.659340211259734
oba,"Tairora, North",tbg,Nuclear Trans New Guinea,oba,yam,TransNewGuinea.org,-6.51563,145.959,0.262464157463158
tana,"Tairora, South",omw,Nuclear Trans New Guinea,tana,yam,TransNewGuinea.org,-6.35337,145.883,0.243577227106811
niomo,Tauya,tya,Nuclear Trans New Guinea,niomo,yam,TransNewGuinea.org,-5.74255,145.366,0.39961125342337
onamo,Tauya,tya,Nuclear Trans New Guinea,onamo,yam,TransNewGuinea.org,-5.74255,145.366,0.153047257005831
gasa,Tokano,zuh,Nuclear Trans New Guinea,ǥasa,yam,TransNewGuinea.org,-6.05047,145.298,0.797470177298354
kea,Ukuriguma,ukg,Nuclear Trans New Guinea,kea,yam,TransNewGuinea.org,-4.94407,145.514,0.0970496590806351
zaberam,Ukuriguma,ukg,Nuclear Trans New Guinea,zaberam,yam,TransNewGuinea.org,-4.94407,145.514,0.98918195043225
dang,Uri (Siara Dialect),,Nuclear Trans New Guinea,dɑŋ,yam,TransNewGuinea.org,,,0.0289129797200512
dang,Uri (Sintogoro Dialect),,Nuclear Trans New Guinea,dɑŋ,yam,TransNewGuinea.org,,,0.245510821028761
dembere,Urigina,urg,Nuclear Trans New Guinea,dɛːmbɛrɛ,yam,TransNewGuinea.org,-5.58982,145.507,0.837386283270153
kome,Urigina,urg,Nuclear Trans New Guinea,ko:me,yam,TransNewGuinea.org,-5.58982,145.507,0.411298099622198
mni,Usan,wnu,Nuclear Trans New Guinea,mʌni,yam,TransNewGuinea.org,-4.84265,145.362,0.0365685153524603
tan,Usan,wnu,Nuclear Trans New Guinea,tan,yam,TransNewGuinea.org,-4.84265,145.362,0.428939691778457
mo,Utarmbung,omo,Nuclear Trans New Guinea,mo-,yam,TransNewGuinea.org,-4.82756,144.924,0.248900545592026
yapara,Utarmbung,omo,Nuclear Trans New Guinea,yapara-,yam,TransNewGuinea.org,-4.82756,144.924,0.23473440412837
kakr,Utu,utu,Nuclear Trans New Guinea,kakʌr,yam,TransNewGuinea.org,-5.16422,145.544,0.366745193870908
o,Utu,utu,Nuclear Trans New Guinea,ʔo,yam,TransNewGuinea.org,-5.16422,145.544,0.517533008964311
murk,Uya,usu,Nuclear Trans New Guinea,murʌk,yam,TransNewGuinea.org,-5.32246,145.47,0.71867516318293
muru,Uya,usu,Nuclear Trans New Guinea,muru,yam,TransNewGuinea.org,-5.32246,145.47,0.208434209361774
sabi,Uyajitaya,,Nuclear Trans New Guinea,sa:bi,yam,TransNewGuinea.org,,,0.71024680990191
simbo,Uyajitaya,,Nuclear Trans New Guinea,simbo,yam,TransNewGuinea.org,,,0.727396167597329
wta,Uyajitaya,,Nuclear Trans New Guinea,wʌta,yam,TransNewGuinea.org,,,0.706641267371753
yagiya,Uyajitaya,,Nuclear Trans New Guinea,yagiya,yam,TransNewGuinea.org,,,0.306960510286917
sabi,Uyajitaya (Didiwala Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.360282884719677
sabi,Uyajitaya (Gisi Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.967266255037523
sabi,Uyajitaya (Palipa Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.884612618029022
sabi,Uyajitaya (Subalulu Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.52559458404448
sabi,Uyajitaya (Udibai Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.5565653601676
sabi,Uyajitaya (Uya Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.927585394084166
nangnggpimp,Wadaginam,wdg,Nuclear Trans New Guinea,naŋʌːŋgᵊpɨmp,yam,TransNewGuinea.org,-4.52754,144.972,0.0525347841345775
wagminip,Wadaginam,wdg,Nuclear Trans New Guinea,waɣᵊmɨnɨp,yam,TransNewGuinea.org,-4.52754,144.972,0.639130616887187
dawaer,Wagi,fad,Nuclear Trans New Guinea,dawær,yam,TransNewGuinea.org,-5.17834,145.726,0.000371735883211966
ka,Wagi,fad,Nuclear Trans New Guinea,ka,yam,TransNewGuinea.org,-5.17834,145.726,0.823770811324855
daver,Wagi (Foran Dialect),,Nuclear Trans New Guinea,davɛr,yam,TransNewGuinea.org,,,0.826459564839119
daver,Wagi (Kamba Dialect),,Nuclear Trans New Guinea,davɛr,yam,TransNewGuinea.org,,,0.965283927059998
daver,Wagi (Kauris Dialect),,Nuclear Trans New Guinea,davɛr,yam,TransNewGuinea.org,,,0.104776159451399
daver,Wagi (Mis Dialect),,Nuclear Trans New Guinea,davɛr,yam,TransNewGuinea.org,,,0.662296765263517
daver,Wagi (Silibob Dialect),,Nuclear Trans New Guinea,davɛr,yam,TransNewGuinea.org,,,0.00570726916147181
pr,Wamas,wmc,Nuclear Trans New Guinea,pʌrʌ,yam,TransNewGuinea.org,-4.97757,145.541,0.343683998125776
sabir,Wamas,wmc,Nuclear Trans New Guinea,sabir,yam,TransNewGuinea.org,-4.97757,145.541,0.266381610725487
kaut,Wanambre,wnb,Nuclear Trans New Guinea,kaut,yam,TransNewGuinea.org,-4.78822,145.419,0.0950128454786052
kiya,Wanambre,wnb,Nuclear Trans New Guinea,kiya,yam,TransNewGuinea.org,-4.78822,145.419,0.160494715392331
kirang,Waskia,wsk,Nuclear Trans New Guinea,ki:raŋ,yam,TransNewGuinea.org,-4.57978,145.979,0.305903886963739
ulang,Waskia,wsk,Nuclear Trans New Guinea,u:laŋ,yam,TransNewGuinea.org,-4.57978,145.979,0.723623894154183
ku,Watiwa,,Nuclear Trans New Guinea,ku,yam,TransNewGuinea.org,,,0.973259321388595
kweie,Watiwa,,Nuclear Trans New Guinea,kwɛie,yam,TransNewGuinea.org,,,0.942857888716281
soira,Waube,,Nuclear Trans New Guinea,soira,yam,TransNewGuinea.org,,,0.565326747071243
yakia,Waube,,Nuclear Trans New Guinea,yakia,yam,TransNewGuinea.org,,,0.305071457646991
mi,Yaben,ybm,Nuclear Trans New Guinea,mi,yam,TransNewGuinea.org,-4.90868,145.361,0.498911390752681
zabulamu,Yaben,ybm,Nuclear Trans New Guinea,zabula:mu,yam,TransNewGuinea.org,-4.90868,145.361,0.79208472879368
kung,Yabong,ybo,Nuclear Trans New Guinea,kuŋ,yam,TransNewGuinea.org,-5.61718,146.206,0.349333699010707
muleg,Yabong,ybo,Nuclear Trans New Guinea,muleg,yam,TransNewGuinea.org,-5.61718,146.206,0.792964345293833
hago,Yagaria,ygr,Nuclear Trans New Guinea,hagó,yam,TransNewGuinea.org,-6.32432,145.388,0.9411282195883
hgo,Yagaria (Hira Dialect),,Nuclear Trans New Guinea,hᵊǥo,yam,TransNewGuinea.org,,,0.231772039029649
hgo,Yagaria (Hira Dialect),,Nuclear Trans New Guinea,hᵊǥo,yam,TransNewGuinea.org,,,0.582757774483378
berang,Yangulam,ynl,Nuclear Trans New Guinea,bẽraŋ,yam,TransNewGuinea.org,-5.52697,145.858,0.796805178424022
oo,Yangulam,ynl,Nuclear Trans New Guinea,oo,yam,TransNewGuinea.org,-5.52697,145.858,0.675688257534004
ki,Yarawata,yrw,Nuclear Trans New Guinea,kiʌ,yam,TransNewGuinea.org,-4.93943,145.454,0.748449210938418
uba,Yaweyuha,yby,Nuclear Trans New Guinea,u'ƀa,yam,TransNewGuinea.org,-6.1868,145.359,0.95891162180677
uva,Yaweyuha,yby,Nuclear Trans New Guinea,uva,yam,TransNewGuinea.org,-6.1868,145.359,0.525606657465208
di,Yoidik,ydk,Nuclear Trans New Guinea,di,yam,TransNewGuinea.org,-4.94044,145.758,0.506745812157956
igon,Yoidik,ydk,Nuclear Trans New Guinea,igon,yam,TransNewGuinea.org,-4.94044,145.758,0.861106185125575
baei,Odiai,bhf,Odiai,bæi,yam,TransNewGuinea.org,-3.82276,141.336,0.871668457964021
upuru,Papi,ppe,Papi,upuřu,yam,TransNewGuinea.org,-4.4725,142.011,0.236526871096473
hesi,Pinai-Hagahai (Aramo Dialect),,Piawi,hɛ'si,yam,TransNewGuinea.org,,,0.531344095859669
hb@l,Haruai,tmd,Piawi,hʌb̶əľ,yam,TransNewGuinea.org,-5.09522,144.337,0.588767827369797
esi,Pinai-Hagahai (Nangenuwetan Dialect),,Piawi,ɛ'si,yam,TransNewGuinea.org,,,0.416842725326897
dzua,Pinai-Hagahai (Wakadadap Dialect),,Piawi,d̮ʑu'a,yam,TransNewGuinea.org,,,0.756935416319011
hawil,Haruai (Wiyaw Dialect),,Piawi,ha'wɨɬ,yam,TransNewGuinea.org,,,0.839847804282524
titu,Hiri Motu,,Pidgin,tʌɩtu,yam,TransNewGuinea.org,,,0.681865827713174
wapi,Pyu,pby,Pyu,waᵽi,yam,TransNewGuinea.org,-4.45003,141.018,0.229818765044269
maspath,Alamblak,amp,Sepik,mašpatʰ,yam,TransNewGuinea.org,-4.66307,143.316,0.368918341900809
pap,Berinomo,bit,Sepik,pap,yam,TransNewGuinea.org,-4.41689,142.463,0.620992168819026
gwe,Chenapian,cjn,Sepik,gwe,yam,TransNewGuinea.org,-4.25154,142.317,0.571066735769921
ugwei,Chenapian,cjn,Sepik,ugwei,yam,TransNewGuinea.org,-4.25154,142.317,0.252774801693358
mmiwuf,Taulil,tuh,Taulil-Butam,mʌmi wuf,yam,TransNewGuinea.org,-4.44425,152.095,0.325688327944754
kobuesibu,Walio,wla,Walioic,kob̶uɛsib̶u,yam,TransNewGuinea.org,-4.41234,142.231,0.0922952858747694
ngai,Yetfa,yet,Yetfa,ngai,yam,TransNewGuinea.org,-4.05884,140.653,0.445342125498311
fguin,Biwat,bwm,Yuat,fguin,yam,TransNewGuinea.org,-4.39429,143.873,0.725025781129503
fuin,Biwat,bwm,Yuat,fuin,yam,TransNewGuinea.org,-4.39429,143.873,0.933256657855164
vrak,Biwat,bwm,Yuat,vrak,yam,TransNewGuinea.org,-4.39429,143.873,0.376554545317642
bin,Kyenele (Kyaimbarang Dialect),,Yuat,βɨɲ,yam,TransNewGuinea.org,,,0.445044176512813
waiak,Kyenele (Miyak Dialect),,Yuat,waǏak,yam,TransNewGuinea.org,,,0.828725010370566
,Anmatyerre,amx,Pama-Nyungan,anac,yam,Chirila,-22.2853,133.286,0.862684585530847
,Alyawarr,aly,Pama-Nyungan,anac,yam,Chirila,-21.0427,136.835,0.693761994768282
,Western Arrarnte,,Pama-Nyungan,lacia,yam,Chirila,,,0.335099779557518
,Warumungu,wrm,Pama-Nyungan,manaci,yam,Chirila,-20.6479,134.375,0.0798728069565724
,Walmajarri,wmt,Pama-Nyungan,ciriʎpaca,yam,Chirila,-19.7229,126.113,0.95268578361325
,Ngaanyatjarra,ntj,Pama-Nyungan,puʎku,yam,Chirila,-25.7514,127.602,0.881135804999662
,Gamilaraay,kld,Pama-Nyungan,n̪aːl,yam,Chirila,-29.9037,149.543,0.899254716727268
,Yuwaalaraay,,Pama-Nyungan,kutukaː,yam,Chirila,,,0.188549953545221
,Anmatyerre,amx,Pama-Nyungan,anac,yam,Chirila,-22.2853,133.286,0.763087836178758
,Alyawarr,aly,Pama-Nyungan,anac,yam,Chirila,-21.0427,136.835,0.277227786954577
,Warumungu,wrm,Pama-Nyungan,manaci,yam,Chirila,-20.6479,134.375,0.708599625312661
,Walmajarri,wmt,Pama-Nyungan,ciriʎpaca,yam,Chirila,-19.7229,126.113,0.687896504507278
,Ngaanyatjarra,ntj,Pama-Nyungan,puʎku,yam,Chirila,-25.7514,127.602,0.72189246288475
,Gamilaraay,kld,Pama-Nyungan,n̪aːl,yam,Chirila,-29.9037,149.543,0.849093210069488
,Anmatyerre,amx,Pama-Nyungan,anek,yam,Chirila,-22.2853,133.286,0.505629312403727
,Alyawarr,aly,Pama-Nyungan,aɭacəj,yam,Chirila,-21.0427,136.835,0.867339781245544
,Warumungu,wrm,Pama-Nyungan,ŋarma,yam,Chirila,-20.6479,134.375,0.123661626057014
,Walmajarri,wmt,Pama-Nyungan,kaɳti,yam,Chirila,-19.7229,126.113,0.985996678206669
,Ngaanyatjarra,ntj,Pama-Nyungan,cirkaɭi,yam,Chirila,-25.7514,127.602,0.00208984925120007
,Gamilaraay,kld,Pama-Nyungan,waraj,yam,Chirila,-29.9037,149.543,0.198685720392647
,Ngaanyatjarra,ntj,Pama-Nyungan,kuɳtili,yam,Chirila,-25.7514,127.602,0.86350067375439
,Ngaanyatjarra,ntj,Pama-Nyungan,paʎamunuriŋku,yam,Chirila,-25.7514,127.602,0.771811396381715
,Ngaanyatjarra,ntj,Pama-Nyungan,wiŋaɳjiri,yam,Chirila,-25.7514,127.602,0.580999070496557
,Ngaanyatjarra,ntj,Pama-Nyungan,waʎkumunu,yam,Chirila,-25.7514,127.602,0.461221045193508
,Yuwaaliyaay,,Pama-Nyungan,kukumat̪araː,yam,Chirila,,,0.517628049172037
,Mithaka,,Pama-Nyungan,muciɹi,yam,Chirila,,,0.765823871523279
,Kuuk Thaayorre,,Pama-Nyungan,wanc,yam,Chirila,,,0.560034438330492
,Yirrk-Thangalkl,,Pama-Nyungan,waɲcəpə,yam,Chirila,,,0.296444781328618
,Koko-Bera,,Pama-Nyungan,waɲcəpəŋ,yam,Chirila,,,0.0293593563979681
,Yir-Yoront,,Pama-Nyungan,waɲcəw,yam,Chirila,,,0.862368193647238
,Bardi,bcj,Nyulnyulan,aːɲcu,yam,Chirila,-16.6274,122.906,0.716595755188133
,Yanyuwa,jao,Pama-Nyungan,waɲcija,yam,Chirila,-15.7621,136.055,0.646192190089945
,Proto-WesternCYP,,Pama-Nyungan,waɲcV,yam,Chirila,,,0.852293754002622
,Kalkatungu,,Pama-Nyungan,ŋkaː,yam,Chirila,,,0.151098679028068
,Yalarnnga,ylr,Pama-Nyungan,jaŋkata,yam,Chirila,-21.731,139.511,0.0148786550839341
,Warluwarra,,Pama-Nyungan,ŋuɳma,yam,Chirila,,,0.169038770916635
,Nhirrpi,hrp,Pama-Nyungan,kadɹa,yam,Chirila,,,0.179505123258951
,Malyangapa,yga,Pama-Nyungan,ŋampiɾu,yam,Chirila,,,0.530278376922352
,Kalkatungu,,Pama-Nyungan,makura,yam,Chirila,,,0.938957272227493
,Kalkatungu,,Pama-Nyungan,ŋat̪a,yam,Chirila,,,0.912713169305222
,Kalkatungu,,Pama-Nyungan,ŋkaː,yam,Chirila,,,0.139153668345093
,Yalarnnga,ylr,Pama-Nyungan,ŋkaː,yam,Chirila,-21.731,139.511,0.224708311956094
,Yalarnnga,ylr,Pama-Nyungan,ŋkara,yam,Chirila,-21.731,139.511,0.987590694951109
,Yalarnnga,ylr,Pama-Nyungan,jaŋkata,yam,Chirila,-21.731,139.511,0.744462654879978
,Kungardutyi,gdt,Pama-Nyungan,n̪undri,yam,Chirila,,,0.696770120378834
,Pitta-Pitta,,Pama-Nyungan,t̪intama,yam,Chirila,,,0.666795957815348
,Pirriya,xpa,Pama-Nyungan,macadi,yam,Chirila,,,0.228499253783354
,Kungkari,lku,Pama-Nyungan,macipiRi,yam,Chirila,,,0.0962011818637168
,Malyangapa,yga,Pama-Nyungan,n̪ant̪uru,yam,Chirila,,,0.171051311934336
,Yandruwandha,ynd,Pama-Nyungan,kaɖɹa,yam,Chirila,-28.4744,140.583,0.0271487363592729
,Yandruwandha,ynd,Pama-Nyungan,t̪imbilci,yam,Chirila,-28.4744,140.583,0.255912157031184
,Wangkumara,xwk,Pama-Nyungan,d̪awu,yam,Chirila,,,0.0985541155179486
,Wangkumara,xwk,Pama-Nyungan,n̪undɹi,yam,Chirila,,,0.679021951999227
,Wangkayutyuru,wky,Pama-Nyungan,pitapadi,yam,Chirila,,,0.296480627069451
,Wangkayutyuru,wky,Pama-Nyungan,t̪int̪ama,yam,Chirila,,,0.455246383849655
,Wadjalang,,Pama-Nyungan,gua,yam,Chirila,,,0.979077888382156
,Kungkari,lku,Pama-Nyungan,uwa,yam,Chirila,,,0.064757821164095
,Pirriya,xpa,Pama-Nyungan,wagila,yam,Chirila,,,0.00799283862146508
,Wadjabangayi,wdy,Pama-Nyungan,kawu,yam,Chirila,,,0.569117031896204
,Yorta Yorta,xyy,Pama-Nyungan,majila,yam,Chirila,-35.9,145.01,0.667081507930336
,Mithaka,,Pama-Nyungan,muciɹi,yam,Chirila,,,0.831295712283652
,Punthamara,xpt,Pama-Nyungan,nundɹi,yam,Chirila,,,0.334885536994723
,WTSWestern TorresMabuiag,,Pama-NyunganPama-NyunganPama-Nyungan,boa,yam,Chirila,,,0.170066384977797
,Wangkumara,xwk,Pama-Nyungan,nundɹi,yam,Chirila,,,0.643592465009448
,Ngamini,nmv,Pama-Nyungan,mucaɾi,yam,Chirila,-27.1797,138.701,0.825788375990975
,Dharawala,,Pama-Nyungan,kuwa,yam,Chirila,,,0.580415089710871
,Wadjabangayi,wdy,Pama-Nyungan,kawu,yam,Chirila,,,0.135064225013363
,WTSWestern TorresMabuiag,,Pama-NyunganPama-NyunganPama-Nyungan,ketai,yam,Chirila,,,0.635883151994116
,WTSWestern TorresMabuiag,,Pama-NyunganPama-NyunganPama-Nyungan,bud,yam,Chirila,,,0.738264757726439
,WTSWestern TorresMabuiag,,Pama-NyunganPama-NyunganPama-Nyungan,deabu,yam,Chirila,,,0.048203898770325
,WTSWestern TorresMabuiag,,Pama-NyunganPama-NyunganPama-Nyungan,naguai,yam,Chirila,,,0.960552431114518
,WTSWestern TorresMabuiag,,Pama-NyunganPama-NyunganPama-Nyungan,nagu-utui,yam,Chirila,,,0.507573166216912
,Karajarri,,Pama-Nyungan,pilicinataɲ,yam,Chirila,,,0.460635466708091
,Karajarri,,Pama-Nyungan,pilicunataɲ,yam,Chirila,,,0.950095173029587
,Walmajarri,wmt,Pama-Nyungan,kanti,yam,Chirila,-19.7229,126.113,0.98373659782341
,Gupapuyngu,guf,Pama-Nyungan,man̪muŋa,yam,Chirila,-12.2868,135.337,0.591663554073054
,Gupapuyngu,guf,Pama-Nyungan,ɟitama,yam,Chirila,-12.2868,135.337,0.962070373563618
,unknown[imported from language list; to check],,Pama-Nyungan,ɟitama,yam,Chirila,,,0.21411133559296
,Gumatj,gnn,Pama-Nyungan,band̪amara,yam,Chirila,-12.2525,136.83,0.243341833613215
,Gumatj,gnn,Pama-Nyungan,baːrwic,yam,Chirila,-12.2525,136.83,0.355445591679534
,Ritharrngu,,Pama-Nyungan,mawunuʔ,yam,Chirila,,,0.546357957657366
,Ritharrngu,,Pama-Nyungan,mabaɭpi,yam,Chirila,,,0.667789184033753
,Ritharrngu,,Pama-Nyungan,ɟiriʔ,yam,Chirila,,,0.0275372932477902
,Gupapuyngu,guf,Pama-Nyungan,ɟitama,yam,Chirila,-12.2868,135.337,0.155782724072839
,Gumatj,gnn,Pama-Nyungan,ɟitama,yam,Chirila,-12.2525,136.83,0.31368236022331
,Gumatj,gnn,Pama-Nyungan,d̪aŋunija,yam,Chirila,-12.2525,136.83,0.106912075254876
,Gupapuyngu,guf,Pama-Nyungan,ɟitama,yam,Chirila,-12.2868,135.337,0.0883358090125865
,Gupapuyngu,guf,Pama-Nyungan,man̪muŋa,yam,Chirila,-12.2868,135.337,0.837160861505648
,Dhuwal,duj,Pama-Nyungan,maɳmunda,yam,Chirila,-12.7825,136.008,0.795010559658975
,Dhuwal,duj,Pama-Nyungan,gawat̪a,yam,Chirila,-12.7825,136.008,0.306796862919385
,Dhuwal,duj,Pama-Nyungan,ɟitama,yam,Chirila,-12.7825,136.008,0.00538447386344642
,Yan-nhangu,jay,Pama-Nyungan,ban&apos;kaɹiɲa,yam,Chirila,-12.0853,134.877,0.495799756525119
,Yan-nhangu,jay,Pama-Nyungan,baːwaŋ,yam,Chirila,-12.0853,134.877,0.461965618386099
,Yan-nhangu,jay,Pama-Nyungan,ɖujŋa,yam,Chirila,-12.0853,134.877,0.196804181344696
,Yan-nhangu,jay,Pama-Nyungan,d̪aŋunija,yam,Chirila,-12.0853,134.877,0.670280859330233
,Yan-nhangu,jay,Pama-Nyungan,ɟalpiŋu,yam,Chirila,-12.0853,134.877,0.359140540704554
,Yan-nhangu,jay,Pama-Nyungan,ɟitama,yam,Chirila,-12.0853,134.877,0.686414950664289
,Yan-nhangu,jay,Pama-Nyungan,gaɳaj,yam,Chirila,-12.0853,134.877,0.979314443104524
,Yan-nhangu,jay,Pama-Nyungan,gajam&apos;pur,yam,Chirila,-12.0853,134.877,0.105392418519162
,Yan-nhangu,jay,Pama-Nyungan,muːgina,yam,Chirila,-12.0853,134.877,0.394700377991254
,Yan-nhangu,jay,Pama-Nyungan,ɹiːcabu,yam,Chirila,-12.0853,134.877,0.613129980024689
,Yan-nhangu,jay,Pama-Nyungan,ɹical,yam,Chirila,-12.0853,134.877,0.970457944455879
,Burarra,bvr,Maningrida,gurŋa,yam,Chirila,-12.3061,134.365,0.415285906385434
,Burarra,bvr,Maningrida,maɖapanda,yam,Chirila,-12.3061,134.365,0.411686022725626
,Burarra,bvr,Maningrida,manakaŋala,yam,Chirila,-12.3061,134.365,0.706810360561949
,Burarra,bvr,Maningrida,ɟajpuɭga,yam,Chirila,-12.3061,134.365,0.61935017432676
,Burarra,bvr,Maningrida,gulpuɹa,yam,Chirila,-12.3061,134.365,0.83608848088554
,Burarra,bvr,Maningrida,marbanda,yam,Chirila,-12.3061,134.365,0.611755879147686
,Burarra,bvr,Maningrida,mun-gara,yam,Chirila,-12.3061,134.365,0.788582586366697
,Burarra,bvr,Maningrida,ŋukubuɹa,yam,Chirila,-12.3061,134.365,0.534304985582841
,Burarra,bvr,Maningrida,waʈpiɹʈja,yam,Chirila,-12.3061,134.365,0.335391317465643
,Burarra,bvr,Maningrida,-nawuɹaŋga,yam,Chirila,-12.3061,134.365,0.553398886493432
,Yan-nhangu,jay,Pama-Nyungan,gaŋuri,yam,Chirila,-12.0853,134.877,0.462854422217349
,Yan-nhangu,jay,Pama-Nyungan,manmuŋa,yam,Chirila,-12.0853,134.877,0.517486576210105
,Yan-nhangu,jay,Pama-Nyungan,jikiwit,yam,Chirila,-12.0853,134.877,0.0650406071659371
,Western Arrarnte,,Pama-Nyungan,laceje,yam,Chirila,,,0.942199620272095
,Western Arrarnte,,Pama-Nyungan,nace,yam,Chirila,,,0.162406075113418
,Western Arrarnte,,Pama-Nyungan,jaɭe,yam,Chirila,,,0.813428245319089
,Warlpiri,wbp,Pama-Nyungan,jaɭa,yam,Chirila,-20.1008,131.05,0.0565296697255998
,Warlpiri,wbp,Pama-Nyungan,puʈa,yam,Chirila,-20.1008,131.05,0.145687453867711
,Ngarluma,nrl,Pama-Nyungan,maʈira,yam,Chirila,-20.9235,117.203,0.698104052042666
,Kariyarra,vka,Pama-Nyungan,maʈira,yam,Chirila,-20.445,118.613,0.115125620982968
,Kariyarra,vka,Pama-Nyungan,maʈa,yam,Chirila,-20.445,118.613,0.233829152706472
,Badjiri,jbi,Pama-Nyungan,nant̪uɹu,yam,Chirila,,,0.406121746259201
,Nyangumarta,nna,Pama-Nyungan,mata,yam,Chirila,-20.6271,121.391,0.506498875176917
,Djinang,dji,Pama-Nyungan,burŋunɖa,yam,Chirila,-12.462,134.82,0.883045639483611
,Bularnu,,Pama-Nyungan,ŋuɳma,yam,Chirila,,,0.143483663506836
,Bularnu,,Pama-Nyungan,cikaɲi,yam,Chirila,,,0.672951789024892
,Antekerrepenh,,Pama-Nyungan,ɭacej,yam,Chirila,,,0.248713616691209
,Alyawarr,aly,Pama-Nyungan,anaic,yam,Chirila,-21.0427,136.835,0.472170599922627
,Warlmanpa,wrl,Pama-Nyungan,papiʈa,yam,Chirila,-18.949,133.862,0.835325432997471
,Gurindji,,Pama-Nyungan,kamaɹa,yam,Chirila,,,0.406569890012362
,Malngin,,Pama-Nyungan,piːkuʈa,yam,Chirila,,,0.951205052827507
,Wakaya,,Pama-Nyungan,parɹula,yam,Chirila,,,0.549897130307385
,Walmajarri,wmt,Pama-Nyungan,kaɳti,yam,Chirila,-19.7229,126.113,0.432878579309605
,Gunggari,,Pama-Nyungan,kuar,yam,Chirila,,,0.507092274708124
,Kukatj,,Pama-Nyungan,puːketeŋ,yam,Chirila,,,0.0411337842637347
,Wakaya,,Pama-Nyungan,kilewulu,yam,Chirila,,,0.36832538091219
,Wakaya,,Pama-Nyungan,cikʔa,yam,Chirila,,,0.672793689752833
,Wakaya,,Pama-Nyungan,parula,yam,Chirila,,,0.804258875047189
,Yinhawangka,ywg,Pama-Nyungan,cita,yam,Chirila,,,0.138331628342989
,Woiwurrung,wyi,Pama-Nyungan,parm,yam,Chirila,,,0.862203308944074
,Woiwurrung,wyi,Pama-Nyungan,muwijul,yam,Chirila,,,0.711971810512888
,Dharuk,xdk,Pama-Nyungan,mitiɲ,yam,Chirila,,,0.146329611506301
,Dharumbal,,Pama-Nyungan,piŋi,yam,Chirila,,,0.957319674936614
,Garrwa,wrk,Garrwan,tuʈulaɲi,yam,Chirila,-17.4504,137.72014,0.451858218912361
,Coobenpil,,Pama-Nyungan,tambɹin,yam,Chirila,,,0.767624276645887
,Garrwa,wrk,Garrwan,cuwajuwa,yam,Chirila,-17.4504,137.72014,0.444435414693397
,Garrwa,wrk,Garrwan,kapala,yam,Chirila,-17.4504,137.72014,0.657531561110902
